Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
vox_plr_0_ammo_low_6,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_ammo_low_6.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_ammo_low_7,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_ammo_low_7.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_ammo_low_8,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_ammo_low_8.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# AMMO OUT
vox_plr_0_ammo_out_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_ammo_out_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_ammo_out_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_ammo_out_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_ammo_out_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_ammo_out_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_ammo_out_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_ammo_out_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_ammo_out_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_ammo_out_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_ammo_out_5,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_ammo_out_5.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_ammo_out_6,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_ammo_out_6.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_ammo_out_7,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_ammo_out_7.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_ammo_out_7_s,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_ammo_out_7_s.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# BOX MOVE
vox_plr_0_box_move_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_box_move_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_box_move_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_box_move_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_box_move_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_box_move_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_box_move_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_box_move_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_box_move_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_box_move_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_box_move_5,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_box_move_5.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_box_move_5_s,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_box_move_5_s.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_box_move_6,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_box_move_6.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# CRAWLER ATTACK
vox_plr_0_crawler_attack_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_attack_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_attack_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_attack_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_attack_1_s,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_attack_1_S.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_attack_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_attack_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_attack_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_attack_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_attack_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_attack_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_attack_5,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_attack_5.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# CRAWLER KILL
vox_plr_0_crawler_kill_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_kill_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_kill_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_kill_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_kill_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_kill_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_kill_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_kill_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_kill_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_kill_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_kill_5,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_kill_5.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_kill_6,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_kill_6.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_kill_7,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_kill_7.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# CRAWLER START
vox_plr_0_crawler_start_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_start_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_start_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_start_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_start_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_start_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_start_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_start_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_start_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_start_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_start_5,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_start_5.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_start_6,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_start_6.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_crawler_start_7,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_crawler_start_7.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# DRINK ########################
vox_plr_0_drink_foul_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_drink_foul_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_drink_good_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_drink_good_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_drink_neutral_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_drink_neutral_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# EXERT CHARGE
vox_plr_0_exert_charge_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_exert_charge_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_exert_charge_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_exert_charge_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_exert_charge_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_exert_charge_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_exert_charge_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_exert_charge_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_exert_charge_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_exert_charge_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# EXERT COUGH
vox_plr_0_exert_cough_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_exert_cough_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_exert_cough_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_exert_cough_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_exert_cough_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_exert_cough_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_exert_cough_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_exert_cough_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_0_exert_cough_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_exert_cough_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# EXERT DEATH
vox_plr_0_exert_death_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_0_exert_death_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
